,ID,Scenario,alt,chosen,RC,OC,DR,time,Freq_p_week,nationality,Gender,marital,age,experience_months,income,education 
784,R_1F3vPLz7Y8zFPGK,IND1.3,3,0,3500,14,450,24.583,6,4,2,1,65,219,3.5,2
785,R_1F3vPLz7Y8zFPGK,IND1.2,1,1,2700,27,750,1.8,6,4,2,1,65,219,3.5,2
786,R_1F3vPLz7Y8zFPGK,IND1.2,3,0,3250,14,450,1.8,6,4,2,1,65,219,3.5,2
787,R_1F3vPLz7Y8zFPGK,IND1.1,1,1,2700,27,750,2.3,6,4,2,1,65,219,3.5,2
788,R_1F3vPLz7Y8zFPGK,IND1.1,3,0,2950,14,450,2.3,6,4,2,1,65,219,3.5,2
789,R_1F3vPLz7Y8zFPGK,IND1,1,0,2700,27,750,8.765,6,4,2,1,65,219,3.5,2
790,R_1F3vPLz7Y8zFPGK,IND1,3,1,2700,14,450,8.765,6,4,2,1,65,219,3.5,2
791,R_1F3vPLz7Y8zFPGK,A1.1,1,1,2700,27,750,8.939,6,4,2,1,65,219,3.5,2
792,R_1F3vPLz7Y8zFPGK,A1.1,3,0,2700,14,450,8.939,6,4,2,1,65,219,3.5,2
793,R_1F3vPLz7Y8zFPGK,A1.1,4,0,2650,14,350,8.939,6,4,2,1,65,219,3.5,2
794,R_1F3vPLz7Y8zFPGK,A1.3,1,1,2700,27,750,5.079,6,4,2,1,65,219,3.5,2
795,R_1F3vPLz7Y8zFPGK,A1.3,3,0,2700,14,450,5.079,6,4,2,1,65,219,3.5,2
796,R_1F3vPLz7Y8zFPGK,A1.3,4,0,2680,14,400,5.079,6,4,2,1,65,219,3.5,2
797,R_1F3vPLz7Y8zFPGK,A1.2,1,1,2700,27,750,7.321,6,4,2,1,65,219,3.5,2
798,R_1F3vPLz7Y8zFPGK,A1.2,3,0,2700,14,450,7.321,6,4,2,1,65,219,3.5,2
799,R_1F3vPLz7Y8zFPGK,A1.2,4,0,2650,14,300,7.321,6,4,2,1,65,219,3.5,2
800,R_1F3vPLz7Y8zFPGK,A1.4,1,1,2700,27,750,4.898,6,4,2,1,65,219,3.5,2
801,R_1F3vPLz7Y8zFPGK,A1.4,3,0,2700,14,450,4.898,6,4,2,1,65,219,3.5,2
802,R_1F3vPLz7Y8zFPGK,A1.4,4,0,2680,14,350,4.898,6,4,2,1,65,219,3.5,2
803,R_12SCVd1TALRuXVe,IND1.3,1,1,3000,41,550,18.998,6,4,2,1,61,300,3.5,1
804,R_12SCVd1TALRuXVe,IND1.3,3,0,3900,14,350,18.998,6,4,2,1,61,300,3.5,1
805,R_12SCVd1TALRuXVe,IND1.2,1,1,3000,41,550,5.397,6,4,2,1,61,300,3.5,1
806,R_12SCVd1TALRuXVe,IND1.2,3,0,3600,14,350,5.397,6,4,2,1,61,300,3.5,1
807,R_12SCVd1TALRuXVe,IND1.1,1,1,3000,41,550,9.135,6,4,2,1,61,300,3.5,1
808,R_12SCVd1TALRuXVe,IND1.1,3,0,3300,14,350,9.135,6,4,2,1,61,300,3.5,1
809,R_12SCVd1TALRuXVe,IND1,1,0,3000,41,550,3.016,6,4,2,1,61,300,3.5,1
810,R_12SCVd1TALRuXVe,IND1,3,1,3000,14,350,3.016,6,4,2,1,61,300,3.5,1
811,R_12SCVd1TALRuXVe,A1.3R,1,0,3000,41,550,9.996,6,4,2,1,61,300,3.5,1
812,R_12SCVd1TALRuXVe,A1.3R,3,1,3000,14,350,9.996,6,4,2,1,61,300,3.5,1
813,R_12SCVd1TALRuXVe,A1.3R,4,0,2980,14,300,9.996,6,4,2,1,61,300,3.5,1
814,R_12SCVd1TALRuXVe,A1.2R,1,0,3000,41,550,2.609,6,4,2,1,61,300,3.5,1
815,R_12SCVd1TALRuXVe,A1.2R,3,1,3000,14,350,2.609,6,4,2,1,61,300,3.5,1
816,R_12SCVd1TALRuXVe,A1.2R,4,0,2950,14,200,2.609,6,4,2,1,61,300,3.5,1
817,R_12SCVd1TALRuXVe,A1.4R,1,0,3000,41,550,19.009,6,4,2,1,61,300,3.5,1
818,R_12SCVd1TALRuXVe,A1.4R,3,1,3000,14,350,19.009,6,4,2,1,61,300,3.5,1
819,R_12SCVd1TALRuXVe,A1.4R,4,0,2980,14,250,19.009,6,4,2,1,61,300,3.5,1
820,R_12SCVd1TALRuXVe,A1.1R,1,0,3000,41,550,13.868,6,4,2,1,61,300,3.5,1
821,R_12SCVd1TALRuXVe,A1.1R,3,1,3000,14,350,13.868,6,4,2,1,61,300,3.5,1
822,R_12SCVd1TALRuXVe,A1.1R,4,0,2950,14,250,13.868,6,4,2,1,61,300,3.5,1
823,R_1gUE6G5zwG6dCeo,IND1.3,1,1,1800,60,600,15.123,6,4,2,2,50,42,2.5,2
824,R_1gUE6G5zwG6dCeo,IND1.3,3,0,2350,17,350,15.123,6,4,2,2,50,42,2.5,2
825,R_1gUE6G5zwG6dCeo,IND1.2,1,0,1800,60,600,10.803,6,4,2,2,50,42,2.5,2
826,R_1gUE6G5zwG6dCeo,IND1.2,3,1,2150,17,350,10.803,6,4,2,2,50,42,2.5,2
827,R_1gUE6G5zwG6dCeo,A1.3,1,0,1800,60,600,22.594,6,4,2,2,50,42,2.5,2
828,R_1gUE6G5zwG6dCeo,A1.3,3,1,2150,17,350,22.594,6,4,2,2,50,42,2.5,2
829,R_1gUE6G5zwG6dCeo,A1.3,4,0,2130,17,300,22.594,6,4,2,2,50,42,2.5,2
830,R_1gUE6G5zwG6dCeo,A1.2,1,0,1800,60,600,6.301,6,4,2,2,50,42,2.5,2
831,R_1gUE6G5zwG6dCeo,A1.2,3,1,2150,17,350,6.301,6,4,2,2,50,42,2.5,2
832,R_1gUE6G5zwG6dCeo,A1.2,4,0,2100,17,200,6.301,6,4,2,2,50,42,2.5,2
833,R_1gUE6G5zwG6dCeo,A1.4,1,0,1800,60,600,5.965,6,4,2,2,50,42,2.5,2
834,R_1gUE6G5zwG6dCeo,A1.4,3,1,2150,17,350,5.965,6,4,2,2,50,42,2.5,2
835,R_1gUE6G5zwG6dCeo,A1.4,4,0,2130,17,250,5.965,6,4,2,2,50,42,2.5,2
836,R_1gUE6G5zwG6dCeo,A1.1,1,0,1800,60,600,6.089,6,4,2,2,50,42,2.5,2
837,R_1gUE6G5zwG6dCeo,A1.1,3,1,2150,17,350,6.089,6,4,2,2,50,42,2.5,2
838,R_1gUE6G5zwG6dCeo,A1.1,4,0,2100,17,250,6.089,6,4,2,2,50,42,2.5,2
839,R_1oItD4WiOW4b5Rp,IND1.3,1,1,1800,21,750,6.601,5,4,2,1,44,96,3.5,4
840,R_1oItD4WiOW4b5Rp,IND1.3,3,0,2350,11,450,6.601,5,4,2,1,44,96,3.5,4
841,R_1oItD4WiOW4b5Rp,IND1.2,1,1,1800,21,750,4.091,5,4,2,1,44,96,3.5,4
842,R_1oItD4WiOW4b5Rp,IND1.2,3,0,2150,11,450,4.091,5,4,2,1,44,96,3.5,4
843,R_1oItD4WiOW4b5Rp,IND1.1,1,1,1800,21,750,6.922,5,4,2,1,44,96,3.5,4
844,R_1oItD4WiOW4b5Rp,IND1.1,3,0,2000,11,450,6.922,5,4,2,1,44,96,3.5,4
845,R_1oItD4WiOW4b5Rp,IND1,1,0,1800,21,750,9.272,5,4,2,1,44,96,3.5,4
846,R_1oItD4WiOW4b5Rp,IND1,3,1,1800,11,450,9.272,5,4,2,1,44,96,3.5,4
847,R_2zFM0JQD4U0M7B8,IND1.3,1,1,2100,27,550,10.797,6,4,2,1,48,18,3.5,4
848,R_2zFM0JQD4U0M7B8,IND1.3,3,0,2750,11,350,10.797,6,4,2,1,48,18,3.5,4
849,R_2zFM0JQD4U0M7B8,IND1.2,1,1,2100,27,550,47.601,6,4,2,1,48,18,3.5,4
850,R_2zFM0JQD4U0M7B8,IND1.2,3,0,2500,11,350,47.601,6,4,2,1,48,18,3.5,4
851,R_2zFM0JQD4U0M7B8,IND1.1,1,1,2100,27,550,4.264,6,4,2,1,48,18,3.5,4
852,R_2zFM0JQD4U0M7B8,IND1.1,3,0,2300,11,350,4.264,6,4,2,1,48,18,3.5,4
853,R_2zFM0JQD4U0M7B8,IND1,1,0,2100,27,550,4.285,6,4,2,1,48,18,3.5,4
854,R_2zFM0JQD4U0M7B8,IND1,3,1,2100,11,350,4.285,6,4,2,1,48,18,3.5,4
855,R_2zFM0JQD4U0M7B8,A1.2R,1,0,2100,27,550,10.08,6,4,2,1,48,18,3.5,4
856,R_2zFM0JQD4U0M7B8,A1.2R,3,1,2100,11,350,10.08,6,4,2,1,48,18,3.5,4
857,R_2zFM0JQD4U0M7B8,A1.2R,4,0,2050,11,200,10.08,6,4,2,1,48,18,3.5,4
858,R_2zFM0JQD4U0M7B8,A1.4R,1,0,2100,27,550,2.92,6,4,2,1,48,18,3.5,4
859,R_2zFM0JQD4U0M7B8,A1.4R,3,1,2100,11,350,2.92,6,4,2,1,48,18,3.5,4
860,R_2zFM0JQD4U0M7B8,A1.4R,4,0,2080,11,250,2.92,6,4,2,1,48,18,3.5,4
861,R_2zFM0JQD4U0M7B8,A1.3R,1,0,2100,27,550,3.467,6,4,2,1,48,18,3.5,4
862,R_2zFM0JQD4U0M7B8,A1.3R,3,1,2100,11,350,3.467,6,4,2,1,48,18,3.5,4
863,R_2zFM0JQD4U0M7B8,A1.3R,4,0,2080,11,300,3.467,6,4,2,1,48,18,3.5,4
864,R_2zFM0JQD4U0M7B8,A1.1R,1,0,2100,27,550,8.769,6,4,2,1,48,18,3.5,4
865,R_2zFM0JQD4U0M7B8,A1.1R,3,1,2100,11,350,8.769,6,4,2,1,48,18,3.5,4
866,R_2zFM0JQD4U0M7B8,A1.1R,4,0,2050,11,250,8.769,6,4,2,1,48,18,3.5,4
867,R_28SfBKSIiYIxOjx,IND1.3,1,1,2100,60,600,14.795,7,4,2,1,54,42,3.5,1
868,R_28SfBKSIiYIxOjx,IND1.3,3,0,2750,20,350,14.795,7,4,2,1,54,42,3.5,1
869,R_28SfBKSIiYIxOjx,IND1.2,1,0,2100,60,600,18.509,7,4,2,1,54,42,3.5,1
870,R_28SfBKSIiYIxOjx,IND1.2,3,1,2500,20,350,18.509,7,4,2,1,54,42,3.5,1
871,R_3FJxIlK46VXHAYW,IND1.3,1,1,1500,32,550,22.053,5,4,1,1,53,42,3.5,4
872,R_3FJxIlK46VXHAYW,IND1.3,3,0,1950,11,350,22.053,5,4,1,1,53,42,3.5,4
873,R_3FJxIlK46VXHAYW,IND1.2,1,1,1500,32,550,3.223,5,4,1,1,53,42,3.5,4
874,R_3FJxIlK46VXHAYW,IND1.2,3,0,1800,11,350,3.223,5,4,1,1,53,42,3.5,4
875,R_3FJxIlK46VXHAYW,IND1.1,1,0,1500,32,550,3.546,5,4,1,1,53,42,3.5,4
876,R_3FJxIlK46VXHAYW,IND1.1,3,1,1650,11,350,3.546,5,4,1,1,53,42,3.5,4
877,R_cuVIdnccvpwtF0B,IND1.3,1,1,2100,28,800,4.381,5,4,2,1,54,156,3.5,2
878,R_cuVIdnccvpwtF0B,IND1.3,3,0,2750,14,500,4.381,5,4,2,1,54,156,3.5,2
879,R_cuVIdnccvpwtF0B,IND1.2,1,1,2100,28,800,5.891,5,4,2,1,54,156,3.5,2
880,R_cuVIdnccvpwtF0B,IND1.2,3,0,2500,14,500,5.891,5,4,2,1,54,156,3.5,2
881,R_cuVIdnccvpwtF0B,IND1.1,1,1,2100,28,800,8.614,5,4,2,1,54,156,3.5,2
882,R_cuVIdnccvpwtF0B,IND1.1,3,0,2300,14,500,8.614,5,4,2,1,54,156,3.5,2
883,R_cuVIdnccvpwtF0B,IND1,1,0,2100,28,800,33.958,5,4,2,1,54,156,3.5,2
884,R_cuVIdnccvpwtF0B,IND1,3,1,2100,14,500,33.958,5,4,2,1,54,156,3.5,2
885,R_cuVIdnccvpwtF0B,A1.4R,1,0,2100,28,800,7.257,5,4,2,1,54,156,3.5,2
886,R_cuVIdnccvpwtF0B,A1.4R,3,0,2100,14,500,7.257,5,4,2,1,54,156,3.5,2
887,R_cuVIdnccvpwtF0B,A1.4R,4,1,2080,14,400,7.257,5,4,2,1,54,156,3.5,2
888,R_cuVIdnccvpwtF0B,A1.3R,1,0,2100,28,800,3.746,5,4,2,1,54,156,3.5,2
889,R_cuVIdnccvpwtF0B,A1.3R,3,0,2100,14,500,3.746,5,4,2,1,54,156,3.5,2
890,R_cuVIdnccvpwtF0B,A1.3R,4,1,2080,14,450,3.746,5,4,2,1,54,156,3.5,2
891,R_cuVIdnccvpwtF0B,A1.1R,1,0,2100,28,800,8.615,5,4,2,1,54,156,3.5,2
892,R_cuVIdnccvpwtF0B,A1.1R,3,0,2100,14,500,8.615,5,4,2,1,54,156,3.5,2
893,R_cuVIdnccvpwtF0B,A1.1R,4,1,2050,14,400,8.615,5,4,2,1,54,156,3.5,2
894,R_cuVIdnccvpwtF0B,A1.2R,1,0,2100,28,800,2.584,5,4,2,1,54,156,3.5,2
895,R_cuVIdnccvpwtF0B,A1.2R,3,0,2100,14,500,2.584,5,4,2,1,54,156,3.5,2
896,R_cuVIdnccvpwtF0B,A1.2R,4,1,2050,14,350,2.584,5,4,2,1,54,156,3.5,2
897,R_1E0DyN5T65YJ008,IND1.3,1,1,1800,22,800,13.07,6,4,2,1,53,156,2.5,2
898,R_1E0DyN5T65YJ008,IND1.3,3,0,2350,11,500,13.07,6,4,2,1,53,156,2.5,2
899,R_1E0DyN5T65YJ008,IND1.2,1,1,1800,22,800,11.471,6,4,2,1,53,156,2.5,2
900,R_1E0DyN5T65YJ008,IND1.2,3,0,2150,11,500,11.471,6,4,2,1,53,156,2.5,2
901,R_1E0DyN5T65YJ008,IND1.1,1,1,1800,22,800,2.16,6,4,2,1,53,156,2.5,2
902,R_1E0DyN5T65YJ008,IND1.1,3,0,2000,11,500,2.16,6,4,2,1,53,156,2.5,2
903,R_1E0DyN5T65YJ008,IND1,1,0,1800,22,800,3.074,6,4,2,1,53,156,2.5,2
904,R_1E0DyN5T65YJ008,IND1,3,1,1800,11,500,3.074,6,4,2,1,53,156,2.5,2
905,R_1E0DyN5T65YJ008,A1.4,1,0,1800,22,800,9.554,6,4,2,1,53,156,2.5,2
906,R_1E0DyN5T65YJ008,A1.4,3,0,1800,11,500,9.554,6,4,2,1,53,156,2.5,2
907,R_1E0DyN5T65YJ008,A1.4,4,1,1780,11,400,9.554,6,4,2,1,53,156,2.5,2
908,R_1E0DyN5T65YJ008,A1.3,1,0,1800,22,800,4.567,6,4,2,1,53,156,2.5,2
909,R_1E0DyN5T65YJ008,A1.3,3,0,1800,11,500,4.567,6,4,2,1,53,156,2.5,2
910,R_1E0DyN5T65YJ008,A1.3,4,1,1780,11,450,4.567,6,4,2,1,53,156,2.5,2
911,R_1E0DyN5T65YJ008,A1.1,1,0,1800,22,800,25.761,6,4,2,1,53,156,2.5,2
912,R_1E0DyN5T65YJ008,A1.1,3,0,1800,11,500,25.761,6,4,2,1,53,156,2.5,2
913,R_1E0DyN5T65YJ008,A1.1,4,1,1750,11,400,25.761,6,4,2,1,53,156,2.5,2
914,R_1E0DyN5T65YJ008,A1.2,1,0,1800,22,800,3.485,6,4,2,1,53,156,2.5,2
915,R_1E0DyN5T65YJ008,A1.2,3,0,1800,11,500,3.485,6,4,2,1,53,156,2.5,2
916,R_1E0DyN5T65YJ008,A1.2,4,1,1750,11,350,3.485,6,4,2,1,53,156,2.5,2
917,R_2xRB2ofgBINgJt8,IND1.3,1,1,2100,38,600,20.311,5,4,2,2,60,156,2.5,1
918,R_2xRB2ofgBINgJt8,IND1.3,3,0,2750,14,350,20.311,5,4,2,2,60,156,2.5,1
919,R_2xRB2ofgBINgJt8,IND1.2,1,1,2100,38,600,9.95,5,4,2,2,60,156,2.5,1
920,R_2xRB2ofgBINgJt8,IND1.2,3,0,2500,14,350,9.95,5,4,2,2,60,156,2.5,1
921,R_2xRB2ofgBINgJt8,IND1.1,1,0,2100,38,600,13.295,5,4,2,2,60,156,2.5,1
922,R_2xRB2ofgBINgJt8,IND1.1,3,1,2300,14,350,13.295,5,4,2,2,60,156,2.5,1
923,R_10NrKDwBplrnHRS,IND1.3,1,1,2100,37,550,7.9,6,4,2,2,37,42,3.5,5
924,R_10NrKDwBplrnHRS,IND1.3,3,0,2750,14,350,7.9,6,4,2,2,37,42,3.5,5
925,R_10NrKDwBplrnHRS,IND1.2,1,1,2100,37,550,29.473,6,4,2,2,37,42,3.5,5
926,R_10NrKDwBplrnHRS,IND1.2,3,0,2500,14,350,29.473,6,4,2,2,37,42,3.5,5
927,R_10NrKDwBplrnHRS,IND1.1,1,0,2100,37,550,3.502,6,4,2,2,37,42,3.5,5
928,R_10NrKDwBplrnHRS,IND1.1,3,1,2300,14,350,3.502,6,4,2,2,37,42,3.5,5
929,R_1gBzEFZUFKoDXir,IND1.3,1,1,1800,22,800,10.013,5,4,2,1,38,156,2.5,2
930,R_1gBzEFZUFKoDXir,IND1.3,3,0,2350,11,500,10.013,5,4,2,1,38,156,2.5,2
931,R_1gBzEFZUFKoDXir,IND1.2,1,1,1800,22,800,2.721,5,4,2,1,38,156,2.5,2
932,R_1gBzEFZUFKoDXir,IND1.2,3,0,2150,11,500,2.721,5,4,2,1,38,156,2.5,2
933,R_1gBzEFZUFKoDXir,IND1.1,1,1,1800,22,800,2.586,5,4,2,1,38,156,2.5,2
934,R_1gBzEFZUFKoDXir,IND1.1,3,0,2000,11,500,2.586,5,4,2,1,38,156,2.5,2
935,R_1gBzEFZUFKoDXir,IND1,1,0,1800,22,800,3.862,5,4,2,1,38,156,2.5,2
936,R_1gBzEFZUFKoDXir,IND1,3,1,1800,11,500,3.862,5,4,2,1,38,156,2.5,2
937,R_1gBzEFZUFKoDXir,A1.1R,1,0,1800,22,800,3.587,5,4,2,1,38,156,2.5,2
938,R_1gBzEFZUFKoDXir,A1.1R,3,0,1800,11,500,3.587,5,4,2,1,38,156,2.5,2
939,R_1gBzEFZUFKoDXir,A1.1R,4,1,1750,11,400,3.587,5,4,2,1,38,156,2.5,2
940,R_1gBzEFZUFKoDXir,A1.2R,1,0,1800,22,800,3.986,5,4,2,1,38,156,2.5,2
941,R_1gBzEFZUFKoDXir,A1.2R,3,0,1800,11,500,3.986,5,4,2,1,38,156,2.5,2
942,R_1gBzEFZUFKoDXir,A1.2R,4,1,1750,11,350,3.986,5,4,2,1,38,156,2.5,2
943,R_1gBzEFZUFKoDXir,A1.4R,1,0,1800,22,800,4.381,5,4,2,1,38,156,2.5,2
944,R_1gBzEFZUFKoDXir,A1.4R,3,0,1800,11,500,4.381,5,4,2,1,38,156,2.5,2
945,R_1gBzEFZUFKoDXir,A1.4R,4,1,1780,11,400,4.381,5,4,2,1,38,156,2.5,2
946,R_1gBzEFZUFKoDXir,A1.3R,1,0,1800,22,800,9.637,5,4,2,1,38,156,2.5,2
947,R_1gBzEFZUFKoDXir,A1.3R,3,0,1800,11,500,9.637,5,4,2,1,38,156,2.5,2
948,R_1gBzEFZUFKoDXir,A1.3R,4,1,1780,11,450,9.637,5,4,2,1,38,156,2.5,2
949,R_6RmdnhWDW4BIRlD,IND1.3,1,1,2100,41,550,5.358,6,4,2,2,33,30,3.5,4
950,R_6RmdnhWDW4BIRlD,IND1.3,3,0,2750,14,350,5.358,6,4,2,2,33,30,3.5,4
951,R_6RmdnhWDW4BIRlD,IND1.2,1,1,2100,41,550,5.341,6,4,2,2,33,30,3.5,4
952,R_6RmdnhWDW4BIRlD,IND1.2,3,0,2500,14,350,5.341,6,4,2,2,33,30,3.5,4
953,R_6RmdnhWDW4BIRlD,IND1.1,1,1,2100,41,550,3.042,6,4,2,2,33,30,3.5,4
954,R_6RmdnhWDW4BIRlD,IND1.1,3,0,2300,14,350,3.042,6,4,2,2,33,30,3.5,4
955,R_6RmdnhWDW4BIRlD,IND1,1,0,2100,41,550,26.71,6,4,2,2,33,30,3.5,4
956,R_6RmdnhWDW4BIRlD,IND1,3,1,2100,14,350,26.71,6,4,2,2,33,30,3.5,4
957,R_6RmdnhWDW4BIRlD,A1.4,1,0,2100,41,550,196.588,6,4,2,2,33,30,3.5,4
958,R_6RmdnhWDW4BIRlD,A1.4,3,1,2100,14,350,196.588,6,4,2,2,33,30,3.5,4
959,R_6RmdnhWDW4BIRlD,A1.4,4,0,2080,14,250,196.588,6,4,2,2,33,30,3.5,4
960,R_6RmdnhWDW4BIRlD,A1.1,1,0,2100,41,550,8.001,6,4,2,2,33,30,3.5,4
961,R_6RmdnhWDW4BIRlD,A1.1,3,1,2100,14,350,8.001,6,4,2,2,33,30,3.5,4
962,R_6RmdnhWDW4BIRlD,A1.1,4,0,2050,14,250,8.001,6,4,2,2,33,30,3.5,4
963,R_6RmdnhWDW4BIRlD,A1.2,1,0,2100,41,550,6.884,6,4,2,2,33,30,3.5,4
964,R_6RmdnhWDW4BIRlD,A1.2,3,1,2100,14,350,6.884,6,4,2,2,33,30,3.5,4
965,R_6RmdnhWDW4BIRlD,A1.2,4,0,2050,14,200,6.884,6,4,2,2,33,30,3.5,4
966,R_6RmdnhWDW4BIRlD,A1.3,1,0,2100,41,550,5.396,6,4,2,2,33,30,3.5,4
967,R_6RmdnhWDW4BIRlD,A1.3,3,1,2100,14,350,5.396,6,4,2,2,33,30,3.5,4
968,R_6RmdnhWDW4BIRlD,A1.3,4,0,2080,14,300,5.396,6,4,2,2,33,30,3.5,4
969,R_2Bz0dw0W1mMw8RV,IND1.3,1,1,2400,38,600,17.921,6,4,2,2,38,18,4.5,5
970,R_2Bz0dw0W1mMw8RV,IND1.3,3,0,3100,14,350,17.921,6,4,2,2,38,18,4.5,5
971,R_2Bz0dw0W1mMw8RV,IND1.2,1,1,2400,38,600,12.138,6,4,2,2,38,18,4.5,5
972,R_2Bz0dw0W1mMw8RV,IND1.2,3,0,2900,14,350,12.138,6,4,2,2,38,18,4.5,5
973,R_2Bz0dw0W1mMw8RV,IND1.1,1,0,2400,38,600,28.112,6,4,2,2,38,18,4.5,5
974,R_2Bz0dw0W1mMw8RV,IND1.1,3,1,2650,14,350,28.112,6,4,2,2,38,18,4.5,5
975,R_qF2FP3jVM8ugOk1,IND1.3,1,1,1500,32,600,13.919,5,4,2,1,41,96,2.5,2
976,R_qF2FP3jVM8ugOk1,IND1.3,3,0,1950,11,350,13.919,5,4,2,1,41,96,2.5,2
977,R_qF2FP3jVM8ugOk1,IND1.2,1,1,1500,32,600,5.092,5,4,2,1,41,96,2.5,2
978,R_qF2FP3jVM8ugOk1,IND1.2,3,0,1800,11,350,5.092,5,4,2,1,41,96,2.5,2
979,R_qF2FP3jVM8ugOk1,IND1.1,1,1,1500,32,600,4.685,5,4,2,1,41,96,2.5,2
980,R_qF2FP3jVM8ugOk1,IND1.1,3,0,1650,11,350,4.685,5,4,2,1,41,96,2.5,2
981,R_qF2FP3jVM8ugOk1,IND1,1,0,1500,32,600,5.566,5,4,2,1,41,96,2.5,2
982,R_qF2FP3jVM8ugOk1,IND1,3,1,1500,11,350,5.566,5,4,2,1,41,96,2.5,2
983,R_22KsFR9O2IHyUGA,IND1.3,1,1,2100,28,800,6.701,6,4,2,1,39,96,3.5,4
984,R_22KsFR9O2IHyUGA,IND1.3,3,0,2750,14,500,6.701,6,4,2,1,39,96,3.5,4
985,R_22KsFR9O2IHyUGA,IND1.2,1,1,2100,28,800,5.493,6,4,2,1,39,96,3.5,4
986,R_22KsFR9O2IHyUGA,IND1.2,3,0,2500,14,500,5.493,6,4,2,1,39,96,3.5,4
987,R_22KsFR9O2IHyUGA,IND1.1,1,1,2100,28,800,3.845,6,4,2,1,39,96,3.5,4
988,R_22KsFR9O2IHyUGA,IND1.1,3,0,2300,14,500,3.845,6,4,2,1,39,96,3.5,4
989,R_22KsFR9O2IHyUGA,IND1,1,0,2100,28,800,14.555,6,4,2,1,39,96,3.5,4
990,R_22KsFR9O2IHyUGA,IND1,3,1,2100,14,500,14.555,6,4,2,1,39,96,3.5,4
991,R_xi40iqi7Z4xjial,IND1.3,1,1,2400,50,600,8.065,6,4,2,2,42,42,3.5,3
992,R_xi40iqi7Z4xjial,IND1.3,3,0,3100,17,350,8.065,6,4,2,2,42,42,3.5,3
993,R_xi40iqi7Z4xjial,IND1.2,1,1,2400,50,600,66.554,6,4,2,2,42,42,3.5,3
994,R_xi40iqi7Z4xjial,IND1.2,3,0,2900,17,350,66.554,6,4,2,2,42,42,3.5,3
995,R_xi40iqi7Z4xjial,IND1.1,1,0,2400,50,600,18.535,6,4,2,2,42,42,3.5,3
996,R_xi40iqi7Z4xjial,IND1.1,3,1,2650,17,350,18.535,6,4,2,2,42,42,3.5,3
997,R_25RDY5fAPMhMmVE,IND1.3,1,1,2100,32,600,2.951,6,4,2,1,54,300,3.5,4
998,R_25RDY5fAPMhMmVE,IND1.3,3,0,2750,14,350,2.951,6,4,2,1,54,300,3.5,4
999,R_25RDY5fAPMhMmVE,IND1.2,1,1,2100,32,600,3.964,6,4,2,1,54,300,3.5,4
1000,R_25RDY5fAPMhMmVE,IND1.2,3,0,2500,14,350,3.964,6,4,2,1,54,300,3.5,4
1001,R_25RDY5fAPMhMmVE,IND1.1,1,1,2100,32,600,7.54,6,4,2,1,54,300,3.5,4
1002,R_25RDY5fAPMhMmVE,IND1.1,3,0,2300,14,350,7.54,6,4,2,1,54,300,3.5,4
1003,R_25RDY5fAPMhMmVE,IND1,1,1,2100,32,600,3.443,6,4,2,1,54,300,3.5,4
1004,R_25RDY5fAPMhMmVE,IND1,3,0,2100,14,350,3.443,6,4,2,1,54,300,3.5,4
1005,R_25RDY5fAPMhMmVE,INDB1,1,0,2100,32,600,4.701,6,4,2,1,54,300,3.5,4
1006,R_25RDY5fAPMhMmVE,INDB1,3,1,1450,14,350,4.701,6,4,2,1,54,300,3.5,4
1007,R_25RDY5fAPMhMmVE,A1.2R,1,0,2100,32,600,6.352,6,4,2,1,54,300,3.5,4
1008,R_25RDY5fAPMhMmVE,A1.2R,3,1,1450,14,350,6.352,6,4,2,1,54,300,3.5,4
1009,R_25RDY5fAPMhMmVE,A1.2R,4,0,1400,14,200,6.352,6,4,2,1,54,300,3.5,4
1010,R_25RDY5fAPMhMmVE,A1.3R,1,0,2100,32,600,4.837,6,4,2,1,54,300,3.5,4
1011,R_25RDY5fAPMhMmVE,A1.3R,3,1,1450,14,350,4.837,6,4,2,1,54,300,3.5,4
1012,R_25RDY5fAPMhMmVE,A1.3R,4,0,1430,14,300,4.837,6,4,2,1,54,300,3.5,4
1013,R_25RDY5fAPMhMmVE,A1.4R,1,0,2100,32,600,4.247,6,4,2,1,54,300,3.5,4
1014,R_25RDY5fAPMhMmVE,A1.4R,3,1,1450,14,350,4.247,6,4,2,1,54,300,3.5,4
1015,R_25RDY5fAPMhMmVE,A1.4R,4,0,1430,14,250,4.247,6,4,2,1,54,300,3.5,4
1016,R_25RDY5fAPMhMmVE,A1.1R,1,0,2100,32,600,7.266,6,4,2,1,54,300,3.5,4
1017,R_25RDY5fAPMhMmVE,A1.1R,3,1,1450,14,350,7.266,6,4,2,1,54,300,3.5,4
1018,R_25RDY5fAPMhMmVE,A1.1R,4,0,1400,14,250,7.266,6,4,2,1,54,300,3.5,4
1019,R_1OZTbbicOghPYCf,IND1.3,1,1,1800,46,600,20.955,7,4,2,2,44,54,4.5,3
1020,R_1OZTbbicOghPYCf,IND1.3,3,0,2350,17,350,20.955,7,4,2,2,44,54,4.5,3
1021,R_1OZTbbicOghPYCf,IND1.2,1,0,1800,46,600,9.901,7,4,2,2,44,54,4.5,3
1022,R_1OZTbbicOghPYCf,IND1.2,3,1,2150,17,350,9.901,7,4,2,2,44,54,4.5,3
1023,R_1OZTbbicOghPYCf,A1.1,1,1,1800,46,600,11.925,7,4,2,2,44,54,4.5,3
