RC1,OC1,DR1,RC3,OC3,DR3,RC4,OC4,DR4
0.297520661,1,0.072397516,0.388429752,0.281553398,0.138842517,0.371900826,0.32038835,0.138842517
0.247933884,0.514563107,0.072397516,0.32231405,0.194174757,0.138842517,0.305785124,0.233009709,0.138842517
0.446280992,0.485436893,0.072397516,0.512396694,0.165048544,0.138842517,0.495867769,0.203883495,0.138842517
0.297520661,0.533980583,0.086408785,0.388429752,0.194174757,0.161503754,0.371900826,0.233009709,0.161503754
0.446280992,0.349514563,0.017314937,0.578512397,0.13592233,0.086408785,0.561983471,0.174757282,0.086408785
0.198347107,0.436893204,0.072397516,0.115702479,0.13592233,0.138842517,0.099173554,0.174757282,0.138842517
0.347107438,0.359223301,0,0.454545455,0.223300971,0.072397516,0.438016529,0.262135922,0.072397516
0.347107438,0.262135922,0.072397516,0.396694215,0.106796117,0.138842517,0.380165289,0.145631068,0.138842517
0.446280992,0.766990291,0.00840269,0.47107438,0.398058252,0.086408785,0.454545455,0.436893204,0.086408785
0.743801653,0.631067961,0.072397516,0.966942149,0.165048544,0.138842517,0.950413223,0.203883495,0.138842517
0.297520661,0.514563107,0.072397516,0.388429752,0.194174757,0.138842517,0.371900826,0.233009709,0.138842517
0.347107438,0.495145631,0.036944993,0.454545455,0.194174757,0.11921246,0.438016529,0.233009709,0.11921246
0.446280992,0.485436893,0.072397516,0.578512397,0.165048544,0.138842517,0.561983471,0.203883495,0.138842517
0.347107438,0.660194175,0.072397516,0.438016529,0.223300971,0.138842517,0.421487603,0.262135922,0.138842517
0.297520661,0.417475728,0.026802555,0.297520661,0.194174757,0.101897524,0.280991736,0.233009709,0.101897524
0.396694215,0.291262136,0.017314937,0.512396694,0.165048544,0.086408785,0.495867769,0.203883495,0.086408785
0.247933884,0.368932039,0.086408785,0.173553719,0.13592233,0.161503754,0.140495868,0.155339806,0.161503754
0.347107438,0.349514563,0.017314937,0.347107438,0.194174757,0.086408785,0.314049587,0.213592233,0.086408785
0.247933884,0.27184466,0.072397516,0.297520661,0.106796117,0.138842517,0.26446281,0.126213592,0.138842517
0.297520661,0.310679612,0.05960623,0.338842975,0.106796117,0.138842517,0.305785124,0.126213592,0.138842517
0.396694215,0.485436893,0.072397516,0.512396694,0.165048544,0.138842517,0.479338843,0.184466019,0.138842517
0.297520661,0.388349515,0.072397516,0.388429752,0.13592233,0.138842517,0.355371901,0.155339806,0.138842517
0.297520661,1,0.072397516,0.388429752,0.281553398,0.138842517,0.355371901,0.300970874,0.138842517
0.396694215,0.504854369,0.017314937,0.479338843,0.194174757,0.086408785,0.446280992,0.213592233,0.086408785
0.247933884,0.514563107,0.072397516,0.32231405,0.194174757,0.138842517,0.289256198,0.213592233,0.138842517
0.396694215,0.67961165,0.036944993,0.454545455,0.165048544,0.11921246,0.421487603,0.184466019,0.11921246
0.446280992,0.446601942,0.047839388,0.578512397,0.165048544,0.11921246,0.545454545,0.184466019,0.11921246
0.297520661,0.310679612,0.05960623,0.330578512,0.106796117,0.138842517,0.297520661,0.126213592,0.138842517
0.446280992,0.485436893,0.072397516,0.512396694,0.165048544,0.138842517,0.479338843,0.184466019,0.138842517
0.446280992,0.349514563,0.017314937,0.578512397,0.13592233,0.086408785,0.545454545,0.155339806,0.086408785
0.247933884,0.27184466,0.072397516,0.280991736,0.106796117,0.138842517,0.247933884,0.126213592,0.138842517
0.347107438,0.300970874,0,0.347107438,0.194174757,0.072397516,0.314049587,0.213592233,0.072397516
0.347107438,0.359223301,0,0.454545455,0.223300971,0.072397516,0.421487603,0.242718447,0.072397516
0.446280992,0.485436893,0.072397516,0.578512397,0.194174757,0.138842517,0.545454545,0.213592233,0.138842517
0.247933884,0.32038835,0.05960623,0.32231405,0.13592233,0.138842517,0.289256198,0.155339806,0.138842517
0.446280992,0.766990291,0.00840269,0.47107438,0.398058252,0.086408785,0.438016529,0.417475728,0.086408785
0.446280992,0.242718447,0.05960623,0.537190083,0.106796117,0.138842517,0.504132231,0.126213592,0.138842517
0.743801653,0.631067961,0.072397516,0.966942149,0.165048544,0.138842517,0.933884298,0.184466019,0.138842517
0.396694215,0.291262136,0.017314937,0.512396694,0.165048544,0.086408785,0.479338843,0.184466019,0.086408785
0.495867769,0.233009709,0.017314937,0.644628099,0.13592233,0.086408785,0.611570248,0.174757282,0.086408785
0.247933884,0.27184466,0.072397516,0.297520661,0.106796117,0.138842517,0.26446281,0.145631068,0.138842517
0.347107438,0.368932039,0.00840269,0.347107438,0.165048544,0.086408785,0.314049587,0.203883495,0.086408785
0.347107438,0.349514563,0,0.454545455,0.194174757,0.072397516,0.421487603,0.233009709,0.072397516
0.446280992,0.485436893,0.072397516,0.578512397,0.165048544,0.138842517,0.545454545,0.203883495,0.138842517
0.396694215,0.485436893,0.072397516,0.512396694,0.165048544,0.138842517,0.479338843,0.203883495,0.138842517
0.247933884,0.514563107,0.072397516,0.32231405,0.194174757,0.138842517,0.289256198,0.233009709,0.138842517
0.396694215,0.67961165,0.036944993,0.454545455,0.165048544,0.11921246,0.421487603,0.203883495,0.11921246
0.446280992,0.446601942,0.047839388,0.578512397,0.165048544,0.11921246,0.545454545,0.203883495,0.11921246
0.297520661,0.533980583,0.086408785,0.388429752,0.194174757,0.161503754,0.355371901,0.233009709,0.161503754
0.446280992,0.349514563,0.017314937,0.578512397,0.13592233,0.086408785,0.545454545,0.174757282,0.086408785
0.495867769,0.242718447,0.05960623,0.495867769,0.106796117,0.138842517,0.462809917,0.145631068,0.138842517
0.347107438,0.359223301,0,0.454545455,0.223300971,0.072397516,0.421487603,0.262135922,0.072397516
0.347107438,0.262135922,0.072397516,0.396694215,0.106796117,0.138842517,0.363636364,0.145631068,0.138842517
0.396694215,0.359223301,0.05960623,0.495867769,0.13592233,0.138842517,0.462809917,0.174757282,0.138842517
0.446280992,0.485436893,0.072397516,0.578512397,0.194174757,0.138842517,0.545454545,0.233009709,0.138842517
0.247933884,0.32038835,0.05960623,0.32231405,0.13592233,0.138842517,0.289256198,0.174757282,0.138842517
0.446280992,0.242718447,0.05960623,0.537190083,0.106796117,0.138842517,0.504132231,0.145631068,0.138842517
0.743801653,0.631067961,0.072397516,0.966942149,0.165048544,0.138842517,0.933884298,0.203883495,0.138842517
0.347107438,0.495145631,0.036944993,0.454545455,0.194174757,0.11921246,0.421487603,0.233009709,0.11921246
0.297520661,0.417475728,0.026802555,0.297520661,0.194174757,0.101897524,0.26446281,0.233009709,0.101897524
