,ID,Scenario,alt,chosen,RC,OC,DR,fixation_trail,Freq_p_week,nationality,Gender,marital,age,experience_months,N_reject_order,Start_working_time,income,education 
302,112017,S1.1R,3,1,2400,11,350,9540,4,4,1,1,36,9,2,11,2.5,5
303,112017,S1.1R,4,0,2500,9,350,9540,4,4,1,1,36,9,2,11,2.5,5
304,112017,S2.4R,1,0,2100,27,550,15320,4,4,1,1,36,9,2,11,2.5,5
305,112017,S2.4R,3,0,2400,11,350,15320,4,4,1,1,36,9,2,11,2.5,5
306,112017,S2.4R,4,1,2200,15,350,15320,4,4,1,1,36,9,2,11,2.5,5
307,112017,S1.2R,1,0,2100,27,550,11524,4,4,1,1,36,9,2,11,2.5,5
308,112017,S1.2R,3,0,2400,11,350,11524,4,4,1,1,36,9,2,11,2.5,5
309,112017,S1.2R,4,1,2500,7,350,11524,4,4,1,1,36,9,2,11,2.5,5
310,112017,S2.2R,1,0,2100,27,550,12048,4,4,1,1,36,9,2,11,2.5,5
311,112017,S2.2R,3,1,2400,11,350,12048,4,4,1,1,36,9,2,11,2.5,5
312,112017,S2.2R,4,0,2300,15,350,12048,4,4,1,1,36,9,2,11,2.5,5
313,112018,S1.2R,1,1,2400,37,600,20010,5,4,2,1,37,54,2,19,3.5,5
314,112018,S1.2R,3,0,3000,14,350,20010,5,4,2,1,37,54,2,19,3.5,5
315,112018,S1.2R,4,0,3100,10,350,20010,5,4,2,1,37,54,2,19,3.5,5
316,112018,S1.1R,1,1,2400,37,600,7632,5,4,2,1,37,54,2,19,3.5,5
317,112018,S1.1R,3,0,3000,14,350,7632,5,4,2,1,37,54,2,19,3.5,5
318,112018,S1.1R,4,0,3100,12,350,7632,5,4,2,1,37,54,2,19,3.5,5
319,112018,S2.4R,1,1,2400,37,600,16334,5,4,2,1,37,54,2,19,3.5,5
320,112018,S2.4R,3,0,3000,14,350,16334,5,4,2,1,37,54,2,19,3.5,5
321,112018,S2.4R,4,0,2800,18,350,16334,5,4,2,1,37,54,2,19,3.5,5
322,112018,S1.3R,1,1,2400,37,600,11436,5,4,2,1,37,54,2,19,3.5,5
323,112018,S1.3R,3,0,3000,14,350,11436,5,4,2,1,37,54,2,19,3.5,5
324,112018,S1.3R,4,0,3200,12,350,11436,5,4,2,1,37,54,2,19,3.5,5
325,112018,S1.4R,1,1,2400,37,600,9504,5,4,2,1,37,54,2,19,3.5,5
326,112018,S1.4R,3,0,3000,14,350,9504,5,4,2,1,37,54,2,19,3.5,5
327,112018,S1.4R,4,0,3200,10,350,9504,5,4,2,1,37,54,2,19,3.5,5
328,112018,A1.2R,1,1,2400,37,600,14120,5,4,2,1,37,54,2,19,3.5,5
329,112018,A1.2R,3,0,3000,14,350,14120,5,4,2,1,37,54,2,19,3.5,5
330,112018,A1.2R,4,0,2950,14,200,14120,5,4,2,1,37,54,2,19,3.5,5
331,112018,A1.3R,1,1,2400,37,600,20950,5,4,2,1,37,54,2,19,3.5,5
332,112018,A1.3R,3,0,3000,14,350,20950,5,4,2,1,37,54,2,19,3.5,5
333,112018,A1.3R,4,0,2980,14,300,20950,5,4,2,1,37,54,2,19,3.5,5
334,112018,A1.1R,1,1,2400,37,600,7620,5,4,2,1,37,54,2,19,3.5,5
335,112018,A1.1R,3,0,3000,14,350,7620,5,4,2,1,37,54,2,19,3.5,5
336,112018,A1.1R,4,0,2950,14,250,7620,5,4,2,1,37,54,2,19,3.5,5
337,112119,S1.1,1,1,2100,44,750,24614,6,4,2,1,43,42,2,7,2.5,4
338,112119,S1.1,3,0,2200,17,450,24614,6,4,2,1,43,42,2,7,2.5,4
339,112119,S1.1,4,0,2300,15,450,24614,6,4,2,1,43,42,2,7,2.5,4
340,112119,S1.4,1,1,2100,44,750,7980,6,4,2,1,43,42,2,7,2.5,4
341,112119,S1.4,3,0,2200,17,450,7980,6,4,2,1,43,42,2,7,2.5,4
342,112119,S1.4,4,0,2400,13,450,7980,6,4,2,1,43,42,2,7,2.5,4
343,112119,S1.2,1,1,2100,44,750,8358,6,4,2,1,43,42,2,7,2.5,4
344,112119,S1.2,3,0,2200,17,450,8358,6,4,2,1,43,42,2,7,2.5,4
345,112119,S1.2,4,0,2300,13,450,8358,6,4,2,1,43,42,2,7,2.5,4
346,112119,S1.3,1,1,2100,44,750,3824,6,4,2,1,43,42,2,7,2.5,4
347,112119,S1.3,3,0,2200,17,450,3824,6,4,2,1,43,42,2,7,2.5,4
348,112119,S1.3,4,0,2400,15,450,3824,6,4,2,1,43,42,2,7,2.5,4
349,112119,S2.1,1,0,2100,44,750,10874,6,4,2,1,43,42,2,7,2.5,4
350,112119,S2.1,3,0,2200,17,450,10874,6,4,2,1,43,42,2,7,2.5,4
351,112119,S2.1,4,1,2100,19,450,10874,6,4,2,1,43,42,2,7,2.5,4
352,112119,A1.1,1,1,2100,44,750,18100,6,4,2,1,43,42,2,7,2.5,4
353,112119,A1.1,3,0,2200,17,450,18100,6,4,2,1,43,42,2,7,2.5,4
354,112119,A1.1,4,0,2150,17,350,18100,6,4,2,1,43,42,2,7,2.5,4
355,112119,A1.4,1,1,2100,44,750,2174,6,4,2,1,43,42,2,7,2.5,4
356,112119,A1.4,3,0,2200,17,450,2174,6,4,2,1,43,42,2,7,2.5,4
357,112119,A1.4,4,0,2180,17,350,2174,6,4,2,1,43,42,2,7,2.5,4
358,112119,A1.3,1,1,2100,44,750,3828,6,4,2,1,43,42,2,7,2.5,4
359,112119,A1.3,3,0,2200,17,450,3828,6,4,2,1,43,42,2,7,2.5,4
360,112119,A1.3,4,0,2180,17,400,3828,6,4,2,1,43,42,2,7,2.5,4
361,112120,A1.3R,1,0,2700,50,550,16182,7,4,2,3,41,96,2,9,5.5,5
362,112120,A1.3R,3,1,3500,20,350,16182,7,4,2,3,41,96,2,9,5.5,5
363,112120,A1.3R,4,0,3480,20,300,16182,7,4,2,3,41,96,2,9,5.5,5
364,112120,A1.1R,1,0,2700,50,550,27868,7,4,2,3,41,96,2,9,5.5,5
365,112120,A1.1R,3,1,3500,20,350,27868,7,4,2,3,41,96,2,9,5.5,5
366,112120,A1.1R,4,0,3450,20,250,27868,7,4,2,3,41,96,2,9,5.5,5
367,112120,A1.4R,1,1,2700,50,550,27156,7,4,2,3,41,96,2,9,5.5,5
368,112120,A1.4R,3,0,3500,20,350,27156,7,4,2,3,41,96,2,9,5.5,5
369,112120,A1.4R,4,0,3480,20,250,27156,7,4,2,3,41,96,2,9,5.5,5
370,112120,A1.2R,1,1,2700,50,550,15132,7,4,2,3,41,96,2,9,5.5,5
371,112120,A1.2R,3,0,3500,20,350,15132,7,4,2,3,41,96,2,9,5.5,5
372,112120,A1.2R,4,0,3450,20,200,15132,7,4,2,3,41,96,2,9,5.5,5
373,112120,S2.4R,1,1,2700,50,550,21960,7,4,2,3,41,96,2,9,5.5,5
374,112120,S2.4R,3,0,3500,20,350,21960,7,4,2,3,41,96,2,9,5.5,5
375,112120,S2.4R,4,0,3300,24,350,21960,7,4,2,3,41,96,2,9,5.5,5
376,112120,S2.1R,1,1,2700,50,550,8940,7,4,2,3,41,96,2,9,5.5,5
377,112120,S2.1R,3,0,3500,20,350,8940,7,4,2,3,41,96,2,9,5.5,5
378,112120,S2.1R,4,0,3400,22,350,8940,7,4,2,3,41,96,2,9,5.5,5
379,112120,S1.4R,1,1,2700,50,550,2944,7,4,2,3,41,96,2,9,5.5,5
380,112120,S1.4R,3,0,3500,20,350,2944,7,4,2,3,41,96,2,9,5.5,5
381,112120,S1.4R,4,0,3700,16,350,2944,7,4,2,3,41,96,2,9,5.5,5
382,112120,S2.3R,1,1,2700,50,550,8034,7,4,2,3,41,96,2,9,5.5,5
383,112120,S2.3R,3,0,3500,20,350,8034,7,4,2,3,41,96,2,9,5.5,5
384,112120,S2.3R,4,0,3300,22,350,8034,7,4,2,3,41,96,2,9,5.5,5
385,112121,A1.4R,1,0,1500,33,600,19774,5,4,2,1,40,6,2,21,3.5,5
386,112121,A1.4R,3,1,1950,14,350,19774,5,4,2,1,40,6,2,21,3.5,5
387,112121,A1.4R,4,0,1930,14,250,19774,5,4,2,1,40,6,2,21,3.5,5
388,112121,A1.2R,1,0,1500,33,600,20630,5,4,2,1,40,6,2,21,3.5,5
389,112121,A1.2R,3,1,1950,14,350,20630,5,4,2,1,40,6,2,21,3.5,5
390,112121,A1.2R,4,0,1900,14,200,20630,5,4,2,1,40,6,2,21,3.5,5
391,112121,A1.1R,1,0,1500,33,600,12992,5,4,2,1,40,6,2,21,3.5,5
392,112121,A1.1R,3,1,1950,14,350,12992,5,4,2,1,40,6,2,21,3.5,5
393,112121,A1.1R,4,0,1900,14,250,12992,5,4,2,1,40,6,2,21,3.5,5
394,112121,A1.3R,1,0,1500,33,600,26008,5,4,2,1,40,6,2,21,3.5,5
395,112121,A1.3R,3,1,1950,14,350,26008,5,4,2,1,40,6,2,21,3.5,5
396,112121,A1.3R,4,0,1930,14,300,26008,5,4,2,1,40,6,2,21,3.5,5
397,112121,S2.3R,1,0,1500,33,600,13286,5,4,2,1,40,6,2,21,3.5,5
398,112121,S2.3R,3,0,1950,14,350,13286,5,4,2,1,40,6,2,21,3.5,5
399,112121,S2.3R,4,1,1750,16,350,13286,5,4,2,1,40,6,2,21,3.5,5
400,112121,S2.1R,1,0,1500,33,600,12116,5,4,2,1,40,6,2,21,3.5,5
401,112121,S2.1R,3,0,1950,14,350,12116,5,4,2,1,40,6,2,21,3.5,5
402,112121,S2.1R,4,1,1850,16,350,12116,5,4,2,1,40,6,2,21,3.5,5
403,112121,S1.4R,1,0,1500,33,600,22872,5,4,2,1,40,6,2,21,3.5,5
404,112121,S1.4R,3,1,1950,14,350,22872,5,4,2,1,40,6,2,21,3.5,5
405,112121,S1.4R,4,0,2150,10,350,22872,5,4,2,1,40,6,2,21,3.5,5
406,112121,S2.4R,1,0,1500,33,600,18924,5,4,2,1,40,6,2,21,3.5,5
407,112121,S2.4R,3,1,1950,14,350,18924,5,4,2,1,40,6,2,21,3.5,5
408,112121,S2.4R,4,0,1750,18,350,18924,5,4,2,1,40,6,2,21,3.5,5
409,112122,A1.4,1,1,2100,36,900,37414,6,4,2,2,43,96,1,9,3.5,1
410,112122,A1.4,3,0,2750,20,550,37414,6,4,2,2,43,96,1,9,3.5,1
411,112122,A1.4,4,0,2730,20,450,37414,6,4,2,2,43,96,1,9,3.5,1
412,112122,A1.1,1,1,2100,36,900,17520,6,4,2,2,43,96,1,9,3.5,1
413,112122,A1.1,3,0,2750,20,550,17520,6,4,2,2,43,96,1,9,3.5,1
414,112122,A1.1,4,0,2700,20,450,17520,6,4,2,2,43,96,1,9,3.5,1
415,112122,A1.3,1,1,2100,36,900,28412,6,4,2,2,43,96,1,9,3.5,1
416,112122,A1.3,3,0,2750,20,550,28412,6,4,2,2,43,96,1,9,3.5,1
417,112122,A1.3,4,0,2730,20,500,28412,6,4,2,2,43,96,1,9,3.5,1
418,112122,A1.2,1,1,2100,36,900,20622,6,4,2,2,43,96,1,9,3.5,1
419,112122,A1.2,3,0,2750,20,550,20622,6,4,2,2,43,96,1,9,3.5,1
420,112122,A1.2,4,0,2700,20,400,20622,6,4,2,2,43,96,1,9,3.5,1
421,112122,S2.4,1,0,2100,36,900,11454,6,4,2,2,43,96,1,9,3.5,1
422,112122,S2.4,3,0,2750,20,550,11454,6,4,2,2,43,96,1,9,3.5,1
423,112122,S2.4,4,1,2550,24,550,11454,6,4,2,2,43,96,1,9,3.5,1
424,112122,S1.2,1,1,2100,36,900,22400,6,4,2,2,43,96,1,9,3.5,1
425,112122,S1.2,3,0,2750,20,550,22400,6,4,2,2,43,96,1,9,3.5,1
426,112122,S1.2,4,0,2850,16,550,22400,6,4,2,2,43,96,1,9,3.5,1
427,112122,S1.3,1,1,2100,36,900,13008,6,4,2,2,43,96,1,9,3.5,1
428,112122,S1.3,3,0,2750,20,550,13008,6,4,2,2,43,96,1,9,3.5,1
429,112122,S1.3,4,0,2950,18,550,13008,6,4,2,2,43,96,1,9,3.5,1
430,112122,S2.1,1,0,2100,36,900,14656,6,4,2,2,43,96,1,9,3.5,1
431,112122,S2.1,3,0,2750,20,550,14656,6,4,2,2,43,96,1,9,3.5,1
432,112122,S2.1,4,1,2650,22,550,14656,6,4,2,2,43,96,1,9,3.5,1
433,112123,A1.3R,1,1,2700,79,850,42672,6,4,2,3,68,30,1,7,2.5,2
434,112123,A1.3R,3,0,2850,41,500,42672,6,4,2,3,68,30,1,7,2.5,2
435,112123,A1.3R,4,0,2830,41,450,42672,6,4,2,3,68,30,1,7,2.5,2
436,112123,A1.4R,1,1,2700,79,850,24000,6,4,2,3,68,30,1,7,2.5,2
437,112123,A1.4R,3,0,2850,41,500,24000,6,4,2,3,68,30,1,7,2.5,2
438,112123,A1.4R,4,0,2830,41,400,24000,6,4,2,3,68,30,1,7,2.5,2
439,112123,A1.2R,1,1,2700,79,850,21364,6,4,2,3,68,30,1,7,2.5,2
440,112123,A1.2R,3,0,2850,41,500,21364,6,4,2,3,68,30,1,7,2.5,2
441,112123,A1.2R,4,0,2800,41,350,21364,6,4,2,3,68,30,1,7,2.5,2
442,112123,A1.1R,1,1,2700,79,850,1452,6,4,2,3,68,30,1,7,2.5,2
443,112123,A1.1R,3,0,2850,41,500,1452,6,4,2,3,68,30,1,7,2.5,2
444,112123,A1.1R,4,0,2800,41,400,1452,6,4,2,3,68,30,1,7,2.5,2
445,112123,S2.3R,1,1,2700,79,850,33386,6,4,2,3,68,30,1,7,2.5,2
446,112123,S2.3R,3,0,2850,41,500,33386,6,4,2,3,68,30,1,7,2.5,2
447,112123,S2.3R,4,0,2650,43,500,33386,6,4,2,3,68,30,1,7,2.5,2
448,112123,S1.1R,1,1,2700,79,850,30848,6,4,2,3,68,30,1,7,2.5,2
449,112123,S1.1R,3,0,2850,41,500,30848,6,4,2,3,68,30,1,7,2.5,2
450,112123,S1.1R,4,0,2950,39,500,30848,6,4,2,3,68,30,1,7,2.5,2
451,112123,S1.3R,1,1,2700,79,850,11132,6,4,2,3,68,30,1,7,2.5,2
452,112123,S1.3R,3,0,2850,41,500,11132,6,4,2,3,68,30,1,7,2.5,2
453,112123,S1.3R,4,0,3050,39,500,11132,6,4,2,3,68,30,1,7,2.5,2
454,112123,S2.2R,1,1,2700,79,850,23830,6,4,2,3,68,30,1,7,2.5,2
455,112123,S2.2R,3,0,2850,41,500,23830,6,4,2,3,68,30,1,7,2.5,2
456,112123,S2.2R,4,0,2750,45,500,23830,6,4,2,3,68,30,1,7,2.5,2
457,112224,A1.4R,1,1,2700,25,600,104576,7,4,2,1,53,156,0,13,2,1
458,112224,A1.4R,3,0,3250,11,350,104576,7,4,2,1,53,156,0,13,2,1
459,112224,A1.4R,4,0,3230,11,250,104576,7,4,2,1,53,156,0,13,2,1
460,112224,A1.1R,1,1,2700,25,600,82680,7,4,2,1,53,156,0,13,2,1
461,112224,A1.1R,3,0,3250,11,350,82680,7,4,2,1,53,156,0,13,2,1
462,112224,A1.1R,4,0,3200,11,250,82680,7,4,2,1,53,156,0,13,2,1
463,112224,A1.2R,1,1,2700,25,600,18234,7,4,2,1,53,156,0,13,2,1
464,112224,A1.2R,3,0,3250,11,350,18234,7,4,2,1,53,156,0,13,2,1
465,112224,A1.2R,4,0,3200,11,200,18234,7,4,2,1,53,156,0,13,2,1
466,112224,A1.3R,1,0,2700,25,600,88694,7,4,2,1,53,156,0,13,2,1
467,112224,A1.3R,3,0,3250,11,350,88694,7,4,2,1,53,156,0,13,2,1
468,112224,A1.3R,4,1,3230,11,300,88694,7,4,2,1,53,156,0,13,2,1
469,112224,S1.1R,1,0,2700,25,600,42158,7,4,2,1,53,156,0,13,2,1
470,112224,S1.1R,3,1,3250,11,350,42158,7,4,2,1,53,156,0,13,2,1
471,112224,S1.1R,4,0,3350,9,350,42158,7,4,2,1,53,156,0,13,2,1
472,112224,S2.4R,1,0,2700,25,600,22550,7,4,2,1,53,156,0,13,2,1
473,112224,S2.4R,3,0,3250,11,350,22550,7,4,2,1,53,156,0,13,2,1
474,112224,S2.4R,4,1,3050,15,350,22550,7,4,2,1,53,156,0,13,2,1
475,112224,S2.3R,1,0,2700,25,600,25834,7,4,2,1,53,156,0,13,2,1
476,112224,S2.3R,3,0,3250,11,350,25834,7,4,2,1,53,156,0,13,2,1
477,112224,S2.3R,4,1,3050,13,350,25834,7,4,2,1,53,156,0,13,2,1
478,112224,S2.1R,1,0,2700,25,600,23366,7,4,2,1,53,156,0,13,2,1
479,112224,S2.1R,3,0,3250,11,350,23366,7,4,2,1,53,156,0,13,2,1
480,112224,S2.1R,4,1,3150,13,350,23366,7,4,2,1,53,156,0,13,2,1
481,112225,A1.1,1,1,1500,71,500,19246,7,4,2,1,51,18,1,9,4.5,1
482,112225,A1.1,3,0,1950,17,300,19246,7,4,2,1,51,18,1,9,4.5,1
483,112225,A1.1,4,0,1900,17,200,19246,7,4,2,1,51,18,1,9,4.5,1
484,112225,A1.3,1,1,1500,71,500,19422,7,4,2,1,51,18,1,9,4.5,1
485,112225,A1.3,3,0,1950,17,300,19422,7,4,2,1,51,18,1,9,4.5,1
486,112225,A1.3,4,0,1930,17,250,19422,7,4,2,1,51,18,1,9,4.5,1
487,112225,A1.2,1,1,1500,71,500,12534,7,4,2,1,51,18,1,9,4.5,1
488,112225,A1.2,3,0,1950,17,300,12534,7,4,2,1,51,18,1,9,4.5,1
489,112225,A1.2,4,0,1900,17,150,12534,7,4,2,1,51,18,1,9,4.5,1
490,112225,A1.4,1,1,1500,71,500,11356,7,4,2,1,51,18,1,9,4.5,1
491,112225,A1.4,3,0,1950,17,300,11356,7,4,2,1,51,18,1,9,4.5,1
492,112225,A1.4,4,0,1930,17,200,11356,7,4,2,1,51,18,1,9,4.5,1
493,112225,S2.1,1,0,1500,71,500,21612,7,4,2,1,51,18,1,9,4.5,1
494,112225,S2.1,3,0,1950,17,300,21612,7,4,2,1,51,18,1,9,4.5,1
495,112225,S2.1,4,1,1850,19,300,21612,7,4,2,1,51,18,1,9,4.5,1
496,112225,S1.4,1,1,1500,71,500,12084,7,4,2,1,51,18,1,9,4.5,1
497,112225,S1.4,3,0,1950,17,300,12084,7,4,2,1,51,18,1,9,4.5,1
498,112225,S1.4,4,0,2150,13,300,12084,7,4,2,1,51,18,1,9,4.5,1
499,112225,S1.1,1,1,1500,71,500,7374,7,4,2,1,51,18,1,9,4.5,1
500,112225,S1.1,3,0,1950,17,300,7374,7,4,2,1,51,18,1,9,4.5,1
501,112225,S1.1,4,0,2050,15,300,7374,7,4,2,1,51,18,1,9,4.5,1
502,112225,S1.2,1,1,1500,71,500,10568,7,4,2,1,51,18,1,9,4.5,1
503,112225,S1.2,3,0,1950,17,300,10568,7,4,2,1,51,18,1,9,4.5,1
504,112225,S1.2,4,0,2050,13,300,10568,7,4,2,1,51,18,1,9,4.5,1
505,112227,S1.3,1,0,2100,37,900,18636,6,4,2,3,56,156,1,7,2.5,2
506,112227,S1.3,3,1,2300,23,550,18636,6,4,2,3,56,156,1,7,2.5,2
507,112227,S1.3,4,0,2500,21,550,18636,6,4,2,3,56,156,1,7,2.5,2
508,112227,S1.1,1,0,2100,37,900,22618,6,4,2,3,56,156,1,7,2.5,2
509,112227,S1.1,3,1,2300,23,550,22618,6,4,2,3,56,156,1,7,2.5,2
510,112227,S1.1,4,0,2400,21,550,22618,6,4,2,3,56,156,1,7,2.5,2
511,112227,S1.2,1,0,2100,37,900,15634,6,4,2,3,56,156,1,7,2.5,2
512,112227,S1.2,3,1,2300,23,550,15634,6,4,2,3,56,156,1,7,2.5,2
513,112227,S1.2,4,0,2400,19,550,15634,6,4,2,3,56,156,1,7,2.5,2
514,112227,S2.2,1,0,2100,37,900,13148,6,4,2,3,56,156,1,7,2.5,2
515,112227,S2.2,3,1,2300,23,550,13148,6,4,2,3,56,156,1,7,2.5,2
516,112227,S2.2,4,0,2200,27,550,13148,6,4,2,3,56,156,1,7,2.5,2
517,112227,S1.4,1,0,2100,37,900,5450,6,4,2,3,56,156,1,7,2.5,2
518,112227,S1.4,3,1,2300,23,550,5450,6,4,2,3,56,156,1,7,2.5,2
519,112227,S1.4,4,0,2500,19,550,5450,6,4,2,3,56,156,1,7,2.5,2
520,112227,A1.1,1,0,2100,37,900,24976,6,4,2,3,56,156,1,7,2.5,2
521,112227,A1.1,3,1,2300,23,550,24976,6,4,2,3,56,156,1,7,2.5,2
522,112227,A1.1,4,0,2250,23,450,24976,6,4,2,3,56,156,1,7,2.5,2
523,112227,A1.4,1,0,2100,37,900,5776,6,4,2,3,56,156,1,7,2.5,2
524,112227,A1.4,3,1,2300,23,550,5776,6,4,2,3,56,156,1,7,2.5,2
525,112227,A1.4,4,0,2280,23,450,5776,6,4,2,3,56,156,1,7,2.5,2
526,112227,A1.3,1,0,2100,37,900,14264,6,4,2,3,56,156,1,7,2.5,2
527,112227,A1.3,3,0,2300,23,550,14264,6,4,2,3,56,156,1,7,2.5,2
528,112227,A1.3,4,1,2280,23,500,14264,6,4,2,3,56,156,1,7,2.5,2
529,112228,S1.2R,1,0,4500,65,550,57978,6,4,2,2,29,42,1,17,4.5,3
530,112228,S1.2R,3,0,5850,17,350,57978,6,4,2,2,29,42,1,17,4.5,3
531,112228,S1.2R,4,1,5950,13,350,57978,6,4,2,2,29,42,1,17,4.5,3
532,112228,S2.2R,1,1,4500,65,550,121616,6,4,2,2,29,42,1,17,4.5,3
533,112228,S2.2R,3,0,5850,17,350,121616,6,4,2,2,29,42,1,17,4.5,3
534,112228,S2.2R,4,0,5750,21,350,121616,6,4,2,2,29,42,1,17,4.5,3
535,112228,S2.4R,1,0,4500,65,550,107042,6,4,2,2,29,42,1,17,4.5,3
536,112228,S2.4R,3,0,5850,17,350,107042,6,4,2,2,29,42,1,17,4.5,3
537,112228,S2.4R,4,1,5650,21,350,107042,6,4,2,2,29,42,1,17,4.5,3
538,112228,S1.4R,1,0,4500,65,550,80870,6,4,2,2,29,42,1,17,4.5,3
539,112228,S1.4R,3,0,5850,17,350,80870,6,4,2,2,29,42,1,17,4.5,3
540,112228,S1.4R,4,1,6050,13,350,80870,6,4,2,2,29,42,1,17,4.5,3
541,112228,S2.3R,1,0,4500,65,550,68188,6,4,2,2,29,42,1,17,4.5,3
542,112228,S2.3R,3,0,5850,17,350,68188,6,4,2,2,29,42,1,17,4.5,3
543,112228,S2.3R,4,1,5650,19,350,68188,6,4,2,2,29,42,1,17,4.5,3
544,112228,A1.4R,1,1,4500,65,550,55446,6,4,2,2,29,42,1,17,4.5,3
545,112228,A1.4R,3,0,5850,17,350,55446,6,4,2,2,29,42,1,17,4.5,3
546,112228,A1.4R,4,0,5830,17,250,55446,6,4,2,2,29,42,1,17,4.5,3
547,112228,A1.2R,1,1,4500,65,550,47272,6,4,2,2,29,42,1,17,4.5,3
548,112228,A1.2R,3,0,5850,17,350,47272,6,4,2,2,29,42,1,17,4.5,3
549,112228,A1.2R,4,0,5800,17,200,47272,6,4,2,2,29,42,1,17,4.5,3
550,112228,A1.3R,1,1,4500,65,550,59006,6,4,2,2,29,42,1,17,4.5,3
551,112228,A1.3R,3,0,5850,17,350,59006,6,4,2,2,29,42,1,17,4.5,3
552,112228,A1.3R,4,0,5830,17,300,59006,6,4,2,2,29,42,1,17,4.5,3
553,112529,S2.2,1,0,1800,32,600,64362,7,4,2,1,54,54,1,9,4.5,2
554,112529,S2.2,3,1,2050,11,350,64362,7,4,2,1,54,54,1,9,4.5,2
555,112529,S2.2,4,0,1950,15,350,64362,7,4,2,1,54,54,1,9,4.5,2
556,112529,S1.4,1,0,1800,32,600,25242,7,4,2,1,54,54,1,9,4.5,2
557,112529,S1.4,3,1,2050,11,350,25242,7,4,2,1,54,54,1,9,4.5,2
558,112529,S1.4,4,0,2250,7,350,25242,7,4,2,1,54,54,1,9,4.5,2
559,112529,S1.1,1,0,1800,32,600,28172,7,4,2,1,54,54,1,9,4.5,2
560,112529,S1.1,3,1,2050,11,350,28172,7,4,2,1,54,54,1,9,4.5,2
561,112529,S1.1,4,0,2150,9,350,28172,7,4,2,1,54,54,1,9,4.5,2
562,112529,S2.3,1,0,1800,32,600,26926,7,4,2,1,54,54,1,9,4.5,2
563,112529,S2.3,3,0,2050,11,350,26926,7,4,2,1,54,54,1,9,4.5,2
564,112529,S2.3,4,1,1850,13,350,26926,7,4,2,1,54,54,1,9,4.5,2
565,112529,S1.3,1,0,1800,32,600,18552,7,4,2,1,54,54,1,9,4.5,2
566,112529,S1.3,3,1,2050,11,350,18552,7,4,2,1,54,54,1,9,4.5,2
567,112529,S1.3,4,0,2250,9,350,18552,7,4,2,1,54,54,1,9,4.5,2
568,112529,A1.3,1,0,1800,32,600,10916,7,4,2,1,54,54,1,9,4.5,2
569,112529,A1.3,3,0,2050,11,350,10916,7,4,2,1,54,54,1,9,4.5,2
570,112529,A1.3,4,1,2030,11,300,10916,7,4,2,1,54,54,1,9,4.5,2
571,112529,A1.4,1,0,1800,32,600,19992,7,4,2,1,54,54,1,9,4.5,2
572,112529,A1.4,3,1,2050,11,350,19992,7,4,2,1,54,54,1,9,4.5,2
573,112529,A1.4,4,0,2030,11,250,19992,7,4,2,1,54,54,1,9,4.5,2
574,112529,A1.1,1,0,1800,32,600,8790,7,4,2,1,54,54,1,9,4.5,2
575,112529,A1.1,3,1,2050,11,350,8790,7,4,2,1,54,54,1,9,4.5,2
576,112529,A1.1,4,0,2000,11,250,8790,7,4,2,1,54,54,1,9,4.5,2
577,112530,A1.3,1,0,2700,50,550,36636,6,4,2,1,55,96,0,9,3.5,1
578,112530,A1.3,3,1,3500,17,350,36636,6,4,2,1,55,96,0,9,3.5,1
579,112530,A1.3,4,0,3480,17,300,36636,6,4,2,1,55,96,0,9,3.5,1
580,112530,A1.2,1,0,2700,50,550,19438,6,4,2,1,55,96,0,9,3.5,1
581,112530,A1.2,3,1,3500,17,350,19438,6,4,2,1,55,96,0,9,3.5,1
582,112530,A1.2,4,0,3450,17,200,19438,6,4,2,1,55,96,0,9,3.5,1
583,112530,A1.1,1,0,2700,50,550,12466,6,4,2,1,55,96,0,9,3.5,1
584,112530,A1.1,3,1,3500,17,350,12466,6,4,2,1,55,96,0,9,3.5,1
585,112530,A1.1,4,0,3450,17,250,12466,6,4,2,1,55,96,0,9,3.5,1
586,112530,A1.4,1,0,2700,50,550,8466,6,4,2,1,55,96,0,9,3.5,1
587,112530,A1.4,3,1,3500,17,350,8466,6,4,2,1,55,96,0,9,3.5,1
588,112530,A1.4,4,0,3480,17,250,8466,6,4,2,1,55,96,0,9,3.5,1
589,112530,S2.1,1,0,2700,50,550,13316,6,4,2,1,55,96,0,9,3.5,1
590,112530,S2.1,3,0,3500,17,350,13316,6,4,2,1,55,96,0,9,3.5,1
591,112530,S2.1,4,1,3400,19,350,13316,6,4,2,1,55,96,0,9,3.5,1
592,112530,S1.3,1,0,2700,50,550,9100,6,4,2,1,55,96,0,9,3.5,1
593,112530,S1.3,3,1,3500,17,350,9100,6,4,2,1,55,96,0,9,3.5,1
594,112530,S1.3,4,0,3700,15,350,9100,6,4,2,1,55,96,0,9,3.5,1
595,112530,S2.4,1,0,2700,50,550,11476,6,4,2,1,55,96,0,9,3.5,1
596,112530,S2.4,3,0,3500,17,350,11476,6,4,2,1,55,96,0,9,3.5,1
597,112530,S2.4,4,1,3300,21,350,11476,6,4,2,1,55,96,0,9,3.5,1
598,112530,S1.2,1,0,2700,50,550,6610,6,4,2,1,55,96,0,9,3.5,1
599,112530,S1.2,3,0,3500,17,350,6610,6,4,2,1,55,96,0,9,3.5,1
600,112530,S1.2,4,1,3600,13,350,6610,6,4,2,1,55,96,0,9,3.5,1
601,112631,S1.1,1,0,2400,50,550,33278,6,4,2,2,28,42,1,7,4.5,3
